keep,place_id,name,rating,review_count,price_level,primary_type,types,areas,queries,address,maps_url
"","ChIJEXtwf79fMEARa5uBSPMzVvI","Veranda Resort Hotel & Villas","4.3","75","","Restaurant","Restaurant|Restaurant|Hotel|Swimming pool","centre","fine dining restaurant","Merdekan Baku, Haji Zeynalabdin Tagiyev, Bakı 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Veranda%20Resort%20Hotel%20%26%20Villas&query_place_id=ChIJEXtwf79fMEARa5uBSPMzVvI"
"","ChIJCUvZcI99MEARSuom0UZE_Sk","Cag Kebab Restoran","4.3","74","","Restaurant","Restaurant|Restaurant","centre","kebab","ev.26 Əliyar Əliyev küç, Bakı 1052, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Cag%20Kebab%20Restoran&query_place_id=ChIJCUvZcI99MEARSuom0UZE_Sk"
"","ChIJHRpvRQB9MEARZUxdchZjar8","Global Village Restaurant Baku","4.9","72","","Indian restaurant","Indian restaurant|Indian restaurant|Arab restaurant|Asian restaurant|Pakistani restaurant","centre","Indian restaurant","Nigar Rafibeyli, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Global%20Village%20Restaurant%20Baku&query_place_id=ChIJHRpvRQB9MEARZUxdchZjar8"
"","ChIJxwiFSjnxMEARx9tLzJp0Pzs","Leyla Restaurant","4.3","70","","Family restaurant","Family restaurant|Family restaurant","centre","live music restaurant","Bilgah, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Leyla%20Restaurant&query_place_id=ChIJxwiFSjnxMEARx9tLzJp0Pzs"
"","ChIJw0pRIABfMEARG3OkTa1JPfU","Pizza Hut Mərdəkan","4.8","69","","Pizza restaurant","Pizza restaurant|Pizza restaurant","centre","pizza","F5XC+4QP, Guney Azerbaycan3, Mərdəkan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%20M%C9%99rd%C9%99kan&query_place_id=ChIJw0pRIABfMEARG3OkTa1JPfU"
"","ChIJvZY2fgB9MEARFzv5wNx6RFo","Bakı Qutabı","4.9","68","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","qutab","46 Rashid Behbudov St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bak%C4%B1%20Qutab%C4%B1&query_place_id=ChIJvZY2fgB9MEARFzv5wNx6RFo"
"","ChIJu75syAnxMEARWJphcHuTV6U","Lvov Şokolad Evi - Amburan Mall","4.4","68","","Cafe","Cafe|Cafe","centre","tea house","Bakı Dairəvi Yolu, Bilgəh, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Lvov%20%C5%9Eokolad%20Evi%20-%20Amburan%20Mall&query_place_id=ChIJu75syAnxMEARWJphcHuTV6U"
"","ChIJ8dzHKLf1MEARy5qV4bVw68Q","Kilim Ailəvi Restoran","4.3","68","","Restaurant","Restaurant|Restaurant","centre","restaurant","G3H8+Q7F, M. Namazov küçəsi 83, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Kilim%20Ail%C9%99vi%20Restoran&query_place_id=ChIJ8dzHKLf1MEARy5qV4bVw68Q"
"","ChIJBccXyrZ9MEAR8Jp62e87cgI","HASHTAG BAR","4.1","68","","Bar","Bar|Bar","centre","cocktail bar","Natavan Street, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=HASHTAG%20BAR&query_place_id=ChIJBccXyrZ9MEAR8Jp62e87cgI"
"","ChIJ4eQHgXHzMEARQiQVzjlQKXk","ZEN MARINA","5","67","","Hookah bar","Hookah bar|Hookah bar|Coffee shop|Pan-Asian restaurant|Lounge bar","centre","hookah lounge","Marina Village, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=ZEN%20MARINA&query_place_id=ChIJ4eQHgXHzMEARQiQVzjlQKXk"
"","ChIJ87-5SACHMEARoUI3dyBrIA0","Bursa Kebap Evi - Memar Əcəmi","4.5","67","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","kebab","51 Asif Maharramov, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bursa%20Kebap%20Evi%20-%20Memar%20%C6%8Fc%C9%99mi&query_place_id=ChIJ87-5SACHMEARoUI3dyBrIA0"
"","ChIJpRhuKSl9MEAR6im7agoJiqI","Mangal Milli Mətbəx","4.3","67","","Restaurant","Restaurant|Restaurant","centre","steak house","3 Aydin Nasirov, Bakı 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mangal%20Milli%20M%C9%99tb%C9%99x&query_place_id=ChIJpRhuKSl9MEAR6im7agoJiqI"
"","ChIJ0ebEGPuHMEAR-tW47d_OS9c","Ordubad restoranı","4.7","66","","Restaurant","Restaurant|Restaurant","centre","Azerbaijani restaurant","CR8W+8RC, 29B Sattar Bahulul-Zadeh, Baku 1108, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ordubad%20restoran%C4%B1&query_place_id=ChIJ0ebEGPuHMEAR-tW47d_OS9c"
"","ChIJx-P3hLx9MEAR_AGLrn2aptg","Isti Isti bakery","4.5","65","","Candy store","Candy store|Candy store","centre","bakery","Baku 1009, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Isti%20Isti%20bakery&query_place_id=ChIJx-P3hLx9MEAR_AGLrn2aptg"
"","ChIJSc2S2tiLMEARYFffhJIFJzU","Sultan Paşa","3.9","65","","Restaurant","Restaurant|Restaurant|Azerbaijani restaurant","centre","burger","Yaşayış Kompleksi, Əjdər Məlikov, Bakı 1015, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sultan%20Pa%C5%9Fa&query_place_id=ChIJSc2S2tiLMEARYFffhJIFJzU"
"","ChIJeaU_xH1jMEAR5DvIXLwiEL8","""Tatli"" Bakery","4.3","64","","Pastry shop","Pastry shop|Pastry shop","centre","bakery","9XMH+VW3, Samir Jafarov, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%22Tatli%22%20Bakery&query_place_id=ChIJeaU_xH1jMEAR5DvIXLwiEL8"
"","ChIJ-aYnsGWSMEARl8K09stjNEU","Marina Beach","4.1","64","","Restaurant","Restaurant|Restaurant","centre","breakfast","HR89+55C, Goradil, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Marina%20Beach&query_place_id=ChIJ-aYnsGWSMEARl8K09stjNEU"
"","ChIJV3OyXWB9MEARuk1VxEuMfYw","Mings Chinese Food","4.7","62","","Chinese noodle restaurant","Chinese noodle restaurant|Chinese noodle restaurant|Chinese takeaway|Fast food restaurant|Hong Kong style fast food restaurant","centre","Asian restaurant","147 Lev Tolstoy, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mings%20Chinese%20Food&query_place_id=ChIJV3OyXWB9MEARuk1VxEuMfYw"
"","ChIJ23E3Et31MEARQgw3TIbxSdc","Retro Zaqulba Restoran","4.5","62","","Restaurant","Restaurant|Restaurant|Hotel","centre","sea view restaurant","33 Beynəlmiləl, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Retro%20Zaqulba%20Restoran&query_place_id=ChIJ23E3Et31MEARQgw3TIbxSdc"
"","ChIJb_SX2LJ9MEAREvHllzz3hRM","GooDup kitchen (Khatai / White City branch)","4.8","61","","Restaurant","Restaurant|Restaurant","centre","national cuisine restaurant","84D Khojali Avenue, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=GooDup%20kitchen%20(Khatai%20%2F%20White%20City%20branch)&query_place_id=ChIJb_SX2LJ9MEAREvHllzz3hRM"
"","ChIJXQyFzO71MEARTCqSuUEIucc","Gabala","4.4","61","","Restaurant","Restaurant|Restaurant","centre","breakfast","G4G2+F2M, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Gabala&query_place_id=ChIJXQyFzO71MEARTCqSuUEIucc"
"","ChIJSRacs-d9MEARkmd19bHB6qg","OroNero Bar & Ristorante","4.4","61","","Italian restaurant","Italian restaurant|Italian restaurant","centre","romantic restaurant","JW Marriott AZ1010, 674 Azadliq Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=OroNero%20Bar%20%26%20Ristorante&query_place_id=ChIJSRacs-d9MEARkmd19bHB6qg"
"","ChIJa19iHQB9MEARUk6ShR3iork","Asian Bistro Asian street food","4.3","61","","Conveyor belt sushi restaurant","Conveyor belt sushi restaurant|Conveyor belt sushi restaurant","centre","Asian restaurant","Mərkəzi bulvar küçəsi, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Asian%20Bistro%20Asian%20street%20food&query_place_id=ChIJa19iHQB9MEARUk6ShR3iork"
"","ChIJhdEdVt5fMEARnFsHX3qXQp0","Sushi Oki","4.1","61","","Restaurant","Restaurant|Restaurant","centre","burger","Sergey Yeseni, Baku 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Sushi%20Oki&query_place_id=ChIJhdEdVt5fMEARnFsHX3qXQp0"
"","ChIJd6tkzOxZMEARiWFIr-HSO3A","Dream Beach Baku","4","61","","Restaurant","Restaurant|Restaurant","centre","sea view restaurant","Mardakhan, Baku 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Dream%20Beach%20Baku&query_place_id=ChIJd6tkzOxZMEARiWFIr-HSO3A"
"","ChIJH8uSl2eNMEARF1aIoKrtxiA","Miracle","3.9","61","","Restaurant","Restaurant|Restaurant","centre","burger","HV89+68H, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Miracle&query_place_id=ChIJH8uSl2eNMEARF1aIoKrtxiA"
"","ChIJtwBNWgZ9MEARrVp-HF4IYU0","Kichin.baku","5","60","","Cocktail bar","Cocktail bar|Cocktail bar","centre","cocktail bar","54 Nizami St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Kichin.baku&query_place_id=ChIJtwBNWgZ9MEARrVp-HF4IYU0"
"","ChIJMQkmtid9MEARdVYnTF6R4yk","ANGELINA french bakery","4.8","60","","Bakery","Bakery|Bakery","centre","bakery","58 Azadliq Ave, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=ANGELINA%20french%20bakery&query_place_id=ChIJMQkmtid9MEARdVYnTF6R4yk"
"","ChIJux3rmUB9MEAR_Zt3xGP_hOw","HookahPlace Baku","4.5","59","","Hookah bar","Hookah bar|Hookah bar|Bar|Restaurant","centre","hookah lounge","Əhməd Cəmil 45, Baku 1141, Azerbaijan","https://www.google.com/maps/search/?api=1&query=HookahPlace%20Baku&query_place_id=ChIJux3rmUB9MEAR_Zt3xGP_hOw"
"","ChIJyScNYEnxMEARBmFoxGtq69I","Happy Days Cafe","3.8","58","","Cafe","Cafe|Cafe","centre","live music restaurant","H3J7+6FQ, Bilgah, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Happy%20Days%20Cafe&query_place_id=ChIJyScNYEnxMEARBmFoxGtq69I"
"","ChIJ8diGdwB9MEARCrxdkRkMYsM","Black Bull BBQ","4.5","57","","American restaurant","American restaurant|American restaurant","centre","steak house","6 Khagani Rustamov St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Black%20Bull%20BBQ&query_place_id=ChIJ8diGdwB9MEARCrxdkRkMYsM"
"","ChIJV8IuztzzMEAR5WtsmNQyQvQ","Burger Factory","4.4","57","","Hamburger restaurant","Hamburger restaurant|Hamburger restaurant","centre","burger","Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Burger%20Factory&query_place_id=ChIJV8IuztzzMEAR5WtsmNQyQvQ"
"","ChIJKbjAVWN9MEAR4b1OQDDZTOY","Adress Restaurant","3.9","57","","Restaurant","Restaurant|Restaurant","centre","live music restaurant","Sea brezze resort, Bakı 1002, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Adress%20Restaurant&query_place_id=ChIJKbjAVWN9MEAR4b1OQDDZTOY"
"","ChIJ1TaHNqd-MEARYexISg32XUA","Porterhouse Grill & Wine","4.1","56","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","National Flag Square Complex, Bakı 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Porterhouse%20Grill%20%26%20Wine&query_place_id=ChIJ1TaHNqd-MEARYexISg32XUA"
"","ChIJa_sUFwB5MEAR8HYMVm93X7E","Lampare Restaurant","3.9","56","","Restaurant","Restaurant|Restaurant","centre","restaurant with private rooms","Salyan şosesi, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Lampare%20Restaurant&query_place_id=ChIJa_sUFwB5MEAR8HYMVm93X7E"
"","ChIJqRMXwP3zMEARte04qiSHPTE","Vətən Sea Breeze","3.7","56","","Restaurant","Restaurant|Restaurant","centre","breakfast","Sea Breeze, Nardaran, Baku 1097, Azerbaijan","https://www.google.com/maps/search/?api=1&query=V%C9%99t%C9%99n%20Sea%20Breeze&query_place_id=ChIJqRMXwP3zMEARte04qiSHPTE"
"","ChIJG-ZqNxdfMEARXXkxzmX1nKI","SHANI Restaurant & Terrace","3","56","","Restaurant","Restaurant|Restaurant","centre|Mardakan, Azerbaijan","breakfast|restaurant","Street, Haji Zeynalabdin Tagiyev, Baku 1044, Azerbaijan","https://www.google.com/maps/search/?api=1&query=SHANI%20Restaurant%20%26%20Terrace&query_place_id=ChIJG-ZqNxdfMEARXXkxzmX1nKI"
"","ChIJm7fbarF9MEARZwkxWyz1HE4","Benua Karaoke-Bar","4.7","55","","Karaoke bar","Karaoke bar|Karaoke bar|Dance club","centre","karaoke","8 Rashid Behbudov St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Benua%20Karaoke-Bar&query_place_id=ChIJm7fbarF9MEARZwkxWyz1HE4"
"","ChIJPevfHwDzMEARNqjA5pbD44s","La Mer Dining","4.7","55","","Restaurant","Restaurant|Restaurant","centre","breakfast","Nardaran, Baku 1097, Azerbaijan","https://www.google.com/maps/search/?api=1&query=La%20Mer%20Dining&query_place_id=ChIJPevfHwDzMEARNqjA5pbD44s"
"","ChIJHy5WE8xYMEARKHxliKLXjK4","Arzu Restoran","4.7","55","","Wedding venue","Wedding venue|Wedding venue|Resort hotel","centre","sea view restaurant","G565+5JF, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Arzu%20Restoran&query_place_id=ChIJHy5WE8xYMEARKHxliKLXjK4"
"","ChIJdyDHTgCHMEAR5mVrNhO2rOM","Coffee Hub Baku","4.5","55","","Coffee shop","Coffee shop|Coffee shop","centre","coffee shop","120 Ataturk avenue, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Coffee%20Hub%20Baku&query_place_id=ChIJdyDHTgCHMEAR5mVrNhO2rOM"
"","ChIJ5ZL87S9jMEARYEeOhikGr4A","Voyage Lounge Karaoke","4.3","55","","Club","Club|Club","centre","karaoke","M.Hadi 45, 51A Mahammad Hadi, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Voyage%20Lounge%20Karaoke&query_place_id=ChIJ5ZL87S9jMEARYEeOhikGr4A"
"","ChIJL8ti73T0MEAR8cypVSBpsvY","Damla Şadlıq Sarayı","4.3","55","","Restaurant","Restaurant|Restaurant","centre|Bilgah, Azerbaijan","fine dining restaurant|restaurant","H25H+9XG, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Damla%20%C5%9Eadl%C4%B1q%20Saray%C4%B1&query_place_id=ChIJL8ti73T0MEAR8cypVSBpsvY"
"","ChIJQbAlMZl9MEARRk2DbF1aTBk","Bakili","4.9","54","","Cocktail bar","Cocktail bar|Cocktail bar","centre","cocktail bar","21 Təbriz Xəlilbəyli, Bakı 1009, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bakili&query_place_id=ChIJQbAlMZl9MEARRk2DbF1aTBk"
"","ChIJu0k8Q2BfMEARei86bZTGDZM","Nardan Şah Restoran","3.7","54","","Restaurant","Restaurant|Restaurant","centre","seafood restaurant","F5PH+292, Almas İldırım, Mərdəkan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nardan%20%C5%9Eah%20Restoran&query_place_id=ChIJu0k8Q2BfMEARei86bZTGDZM"
"","ChIJsfTpZQV9MEARqbAAlMlPpEg","Blend Coffee & Wine","4.7","53","","Cocktail bar","Cocktail bar|Cocktail bar|Coffee shop|Wine bar","centre","cocktail bar","20 Mirza Ibrahimov St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Blend%20Coffee%20%26%20Wine&query_place_id=ChIJsfTpZQV9MEARqbAAlMlPpEg"
"","ChIJx4ARdxuHOkAR5rWmO6TFKgE","Kral şadlıq sarayı","4.2","53","","Family restaurant","Family restaurant|Family restaurant","centre","family restaurant","6HJP+WRG, Ümid qəsəbəsi, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Kral%20%C5%9Fadl%C4%B1q%20saray%C4%B1&query_place_id=ChIJx4ARdxuHOkAR5rWmO6TFKgE"
"","ChIJM0P97sd9MEARjE8ph6IBDUs","İndian Restaurant only Tekawey","5","52","","Indian restaurant","Indian restaurant|Indian restaurant|Arab restaurant|Indian grocery store|Indian sweets shop|Indian takeaway|Delivery Restaurant|Modern Indian restaurant|Pakistani restaurant","centre","Indian restaurant","49 Ahmad Rajabli, Baku 1022, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%C4%B0ndian%20Restaurant%20only%20Tekawey&query_place_id=ChIJM0P97sd9MEARjE8ph6IBDUs"
"","ChIJlUO4vtZ9MEARVcPjXnf6hs0","Dönər Vaxtıdır","5","51","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","Turkish restaurant","9RFM+PP7, 1009 Molla Vali Vidadi St, Baku 1009, Azerbaijan","https://www.google.com/maps/search/?api=1&query=D%C3%B6n%C9%99r%20Vaxt%C4%B1d%C4%B1r&query_place_id=ChIJlUO4vtZ9MEARVcPjXnf6hs0"
"","ChIJAQAAAIz1MEARQMpDvsonvjs","Mirvari","4.2","51","","Restaurant","Restaurant|Restaurant","centre","live music restaurant","Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mirvari&query_place_id=ChIJAQAAAIz1MEARQMpDvsonvjs"
"","ChIJu43A7V19MEARlGunvO8uD4M","Saqi Wine Bar","4.7","50","","Wine bar","Wine bar|Wine bar","centre","cocktail bar","AF Mall, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Saqi%20Wine%20Bar&query_place_id=ChIJu43A7V19MEARlGunvO8uD4M"
"","ChIJTw9ImVd9MEAR2oKu2DStKS8","All Coffee","4.7","50","","Cocktail bar","Cocktail bar|Cocktail bar|Coffee shop|Coffee stand|Coffee store|Coffee wholesaler","centre","cocktail bar","535, 27 Alaskar Alakbarov, Baku 1073, Azerbaijan","https://www.google.com/maps/search/?api=1&query=All%20Coffee&query_place_id=ChIJTw9ImVd9MEAR2oKu2DStKS8"
"","ChIJS-oQXgJfMEARxodJInFEOkE","Pizza Bruno Mardakan","4.3","50","","Restaurant","Restaurant|Restaurant","centre","pizza","F4PJ+GG3, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pizza%20Bruno%20Mardakan&query_place_id=ChIJS-oQXgJfMEARxodJInFEOkE"
"","ChIJseyzHmmHMEARhIWedknNjpI","Jiro Sushi Baku","4.8","49","","Seafood restaurant","Seafood restaurant|Seafood restaurant","centre","seafood restaurant","8 Ajami Nakhchivani, Baku 1122, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Jiro%20Sushi%20Baku&query_place_id=ChIJseyzHmmHMEARhIWedknNjpI"
"","ChIJGxa7s899MEARqzi8WOXVaQs","LaCasa Whitecity Restaurant","4.7","49","","Italian restaurant","Italian restaurant|Italian restaurant","centre","Italian restaurant","Mərkəzi Bulvar 5, Baku, Azerbaijan 1025, Baku 1025, Azerbaijan","https://www.google.com/maps/search/?api=1&query=LaCasa%20Whitecity%20Restaurant&query_place_id=ChIJGxa7s899MEARqzi8WOXVaQs"
"","ChIJubMzpq19MEARZxlcKsd1Q9E","Woki Oki","4.3","49","","Asian restaurant","Asian restaurant|Asian restaurant","centre","Asian restaurant","Park Bulvar, Neftchilar Ave, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Woki%20Oki&query_place_id=ChIJubMzpq19MEARZxlcKsd1Q9E"
"","ChIJ8W7k9K99MEARIp9I9BlWfJc","Leo Karaoke Club","4.1","49","","Karaoke bar","Karaoke bar|Karaoke bar","centre","karaoke","Samad Vurgun, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Leo%20Karaoke%20Club&query_place_id=ChIJ8W7k9K99MEARIp9I9BlWfJc"
"","ChIJV6W5q6jzMEARBYd6vsr9e4c","Famous Restaurant Sea Breeze","3.2","49","","Greek restaurant","Greek restaurant|Greek restaurant","centre","fine dining restaurant","Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Famous%20Restaurant%20Sea%20Breeze&query_place_id=ChIJV6W5q6jzMEARBYd6vsr9e4c"
"","ChIJl4M_DQB9MEARmryhmnqwQFU","نظامي","4.7","48","","Bar","Bar|Bar","centre","cocktail bar","20 Nigar Rafibeyli, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%D9%86%D8%B8%D8%A7%D9%85%D9%8A&query_place_id=ChIJl4M_DQB9MEARmryhmnqwQFU"
"","ChIJEeWDOPn1MEARaoxC2GoclxY","Beluga","4.4","48","","Restaurant","Restaurant|Restaurant","centre","restaurant","G4F9+7QR, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Beluga&query_place_id=ChIJEeWDOPn1MEARaoxC2GoclxY"
"","ChIJaZgH3Of1MEARm3UOlXb-Czs","Panorama","4.3","48","","Restaurant","Restaurant|Restaurant","centre","sea view restaurant","G4J2+28C, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Panorama&query_place_id=ChIJaZgH3Of1MEARm3UOlXb-Czs"
"","ChIJcWxDFe_1MEARBnFLSJlhNDM","Meduza Lounge","4.2","48","","Restaurant","Restaurant|Restaurant","centre","lounge","G4G3+JC6, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Meduza%20Lounge&query_place_id=ChIJcWxDFe_1MEARBnFLSJlhNDM"
"","ChIJ-06ENfZfMEARzFMZ8Oke-VI","Xalca Restaurant","4.6","47","","Restaurant","Restaurant|Restaurant","centre|Mardakan, Azerbaijan","restaurant","78 Sergey Yesenin, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Xalca%20Restaurant&query_place_id=ChIJ-06ENfZfMEARzFMZ8Oke-VI"
"","ChIJVb_ybQBjMEAR9EbMBmakLcI","Da Roma Baku","4.5","47","","Roman restaurant","Roman restaurant|Roman restaurant","centre","Italian restaurant","CXJ3+RX6, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Da%20Roma%20Baku&query_place_id=ChIJVb_ybQBjMEAR9EbMBmakLcI"
"","ChIJz6zNauRhMEARWBke0rO_cEE","Fine Art Dine & Wine","4.1","47","","Restaurant","Restaurant|Restaurant","centre","fine dining restaurant","1, Terminal, 3rd floor, after, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Fine%20Art%20Dine%20%26%20Wine&query_place_id=ChIJz6zNauRhMEARWBke0rO_cEE"
"","ChIJHXF5Uvx9MEARIYbgKhcUXCc","Tribeca Restaurant & Bar","4.4","46","","Bar","Bar|Bar|American restaurant|Restaurant","centre","cocktail bar","3 Babek Avenue, Nasimi District, Baku 1025, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Tribeca%20Restaurant%20%26%20Bar&query_place_id=ChIJHXF5Uvx9MEARIYbgKhcUXCc"
"","ChIJtYnAmbGIOkAR9VHWaceNp6U","Xəzri şadlıq sarayı","4.3","46","","Restaurant","Restaurant|Restaurant","centre","cafe","6HCF+2WH, Ümid qəsəbəsi, Azerbaijan","https://www.google.com/maps/search/?api=1&query=X%C9%99zri%20%C5%9Fadl%C4%B1q%20saray%C4%B1&query_place_id=ChIJtYnAmbGIOkAR9VHWaceNp6U"
"","ChIJbYVZYsNeMEARkPAhLHbJzpo","Görüş Restoranı (Mərdəkan)","4.3","46","","Restaurant","Restaurant|Restaurant","centre|Mardakan, Azerbaijan","live music restaurant|restaurant","F5P7+PCJ, Mardakan, Azerbaijan","https://www.google.com/maps/search/?api=1&query=G%C3%B6r%C3%BC%C5%9F%20Restoran%C4%B1%20(M%C9%99rd%C9%99kan)&query_place_id=ChIJbYVZYsNeMEARkPAhLHbJzpo"
"","ChIJEb2FL_fxMEARK6J4PNQOSDU","Shaurma 1 - Bilgəh","3.7","46","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","sea view restaurant","Bilgəh Qəsəbəsi ev, Qələbə küçəsi, Baku 1094, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Shaurma%201%20-%20Bilg%C9%99h&query_place_id=ChIJEb2FL_fxMEARK6J4PNQOSDU"
"","ChIJ8XpvHlJ9MEARP4pbh_HBdlI","AA Lounge Karaoke KLUB","3","46","","Video karaoke","Video karaoke|Video karaoke","centre","karaoke","68 Ağa Nemətulla, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=AA%20Lounge%20Karaoke%20KLUB&query_place_id=ChIJ8XpvHlJ9MEARP4pbh_HBdlI"
"","ChIJ53p4zBSOMEARj9sYGVzHqr0","RESTAURANT BAKI-PRAQA","4.6","45","","Restaurant","Restaurant|Restaurant","Novxanı, Azerbaijan","restaurant","GQFW+MQ7, Novxanı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=RESTAURANT%20BAKI-PRAQA&query_place_id=ChIJ53p4zBSOMEARj9sYGVzHqr0"
"","ChIJfykhh5B9MEARKTM6sEQl6Y4","T Bakery","4.9","44","","Cake shop","Cake shop|Cake shop|Bakery|Pastry shop","centre","bakery","7 Shovkat Alakbarova, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=T%20Bakery&query_place_id=ChIJfykhh5B9MEARKTM6sEQl6Y4"
"","ChIJ-a-e40ZjMEARV_wtEHeT-xc","Laliga Dining & Lounge","4.6","44","","Restaurant","Restaurant|Restaurant|Lounge bar","centre","restaurant with private rooms","Əhmədli ms, Bakı şəh, Xətai r-nu, 9E Mahammad Hadi, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Laliga%20Dining%20%26%20Lounge&query_place_id=ChIJ-a-e40ZjMEARV_wtEHeT-xc"
"","ChIJA_9vjFrzMEARWB0OACWmjGA","The Woo Seabreeze Marina","4.5","44","","Restaurant","Restaurant|Restaurant","centre","sea view restaurant","Baku Nardaran Seabreeze, Baku 1025, Azerbaijan","https://www.google.com/maps/search/?api=1&query=The%20Woo%20Seabreeze%20Marina&query_place_id=ChIJA_9vjFrzMEARWB0OACWmjGA"
"","ChIJRfIAKADzMEARyfi2A4Vn4so","Polo Cafe","4","44","","Family restaurant","Family restaurant|Family restaurant","centre","late night restaurant","Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Polo%20Cafe&query_place_id=ChIJRfIAKADzMEARyfi2A4Vn4so"
"","ChIJR25-HX19MEAR6oEytCJMhBg","House 123","4.7","43","","Restaurant","Restaurant|Restaurant","centre","restaurant with private rooms","118 Samad Vurgun, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=House%20123&query_place_id=ChIJR25-HX19MEAR6oEytCJMhBg"
"","ChIJQcnKNQDzMEAR1adrYxjUGrM","Park Cafe","4.2","43","","Italian restaurant","Italian restaurant|Italian restaurant","centre","Italian restaurant","Baku, Nardaran, R1, Baku 1097, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Park%20Cafe&query_place_id=ChIJQcnKNQDzMEAR1adrYxjUGrM"
