keep,place_id,name,rating,review_count,price_level,primary_type,types,areas,queries,address,maps_url
"","ChIJf8BEIzZ9MEARwOWrheIQyqo","Bombay Biryani House","4.6","394","","Indian restaurant","Indian restaurant|Indian restaurant","centre","Indian restaurant","22 Rasul Rza, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bombay%20Biryani%20House&query_place_id=ChIJf8BEIzZ9MEARwOWrheIQyqo"
"","ChIJ5S6ouf19MEARCiSy38AUyP8","Evolution Baku","4.8","379","","Restaurant","Restaurant|Restaurant|Chicken restaurant|European restaurant|Fast food restaurant|Fish & chips restaurant|Hamburger restaurant|Hot dog restaurant","centre","restaurant with private rooms","101h Əliəşrəf Əlizadə, Bakı 1052, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Evolution%20Baku&query_place_id=ChIJ5S6ouf19MEARCiSy38AUyP8"
"","ChIJh_LGZuV9MEARnrW9ORBGAXg","Best Place Baku Restaurant & Jazz Club","4.1","371","","Fine dining restaurant","Fine dining restaurant|Fine dining restaurant|Bar|Breakfast restaurant|Dance club|Restaurant|Hookah bar|Jazz club|Karaoke bar|Live music venue|Musical club","centre","fine dining restaurant","39 Boyuk Qala, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Best%20Place%20Baku%20Restaurant%20%26%20Jazz%20Club&query_place_id=ChIJh_LGZuV9MEARnrW9ORBGAXg"
"","ChIJHWAMB119MEAR8kOD1n4aOkI","RoofTop lounge","4.1","364","","Restaurant","Restaurant|Restaurant","centre","rooftop restaurant","13b Neftchilar Ave, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=RoofTop%20lounge&query_place_id=ChIJHWAMB119MEAR8kOD1n4aOkI"
"","ChIJ_49pMp59MEARYjmQMa9lta4","Niaqara","4.3","356","","Restaurant","Restaurant|Restaurant","centre","romantic restaurant","934a Samad Vurgun, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Niaqara&query_place_id=ChIJ_49pMp59MEARYjmQMa9lta4"
"","ChIJWXfpYvp9MEARfkfj8wDmEGU","QədimDad","4.9","355","","Azerbaijani restaurant","Azerbaijani restaurant|Azerbaijani restaurant","centre","qutab","Qala qapısına yaxın, Kiçik qala küçəsi, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Q%C9%99dimDad&query_place_id=ChIJWXfpYvp9MEARfkfj8wDmEGU"
"","ChIJfavJ6_19MEARc2el5Jcb8Ww","Puri Georgian Food&Beverage","4.9","353","","Food producer","Food producer|Food producer|Bakery|Wine bar","centre","Georgian restaurant","küçəsi, 10 b Mahammad Nakhchivani St, Baku 1065, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Puri%20Georgian%20Food%26Beverage&query_place_id=ChIJfavJ6_19MEARc2el5Jcb8Ww"
"","ChIJIdYl9K99MEARDP3y1IFE3oE","Boho Tea and Wine Room","4.7","348","","Restaurant","Restaurant|Restaurant|Bar|Wine bar|Wine club","centre","qutab","Hazi Aslanov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Boho%20Tea%20and%20Wine%20Room&query_place_id=ChIJIdYl9K99MEARDP3y1IFE3oE"
"","ChIJR7ijAwF9MEARBaF6T53wgSY","Paul Bakery","4.3","341","","Bakery","Bakery|Bakery|Breakfast restaurant","centre","bakery","9VG6+98H, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Paul%20Bakery&query_place_id=ChIJR7ijAwF9MEARBaF6T53wgSY"
"","ChIJCzUhCM59MEAR80mfCZG4zwA","White City Restaurant & Bar","4.6","337","","Restaurant","Restaurant|Restaurant|Bar","centre","fine dining restaurant","Marriott Hotel Boulevard, 4C Khagani Rustamov St, Baku 1010, Azerbaijan","https://www.google.com/maps/search/?api=1&query=White%20City%20Restaurant%20%26%20Bar&query_place_id=ChIJCzUhCM59MEAR80mfCZG4zwA"
"","ChIJG1za6SJ9MEARibcq-De9SU4","Trattoria L'Oliva","4.6","335","","Restaurant","Restaurant|Restaurant","centre","Italian restaurant","18b Zeynalabdin Taghiyev Street, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Trattoria%20L'Oliva&query_place_id=ChIJG1za6SJ9MEARibcq-De9SU4"
"","ChIJi_XaFpt9MEARXduyjSrOBms","Scalini Italian Restaurant","4.4","328","","Italian restaurant","Italian restaurant|Italian restaurant|Restaurant","centre","Italian restaurant","6 Bakıxanov Küçəsi, Bakı 1065, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Scalini%20Italian%20Restaurant&query_place_id=ChIJi_XaFpt9MEARXduyjSrOBms"
"","ChIJuSfe08R9MEARH0GM8eTQ7MI","Nar Cafe","4.7","321","","Cafe","Cafe|Cafe|Cafeteria|Chicken restaurant|Hamburger restaurant|Pub|Restaurant","centre","hookah lounge","55 Seyfaddin Daghli, Baku 1141, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Nar%20Cafe&query_place_id=ChIJuSfe08R9MEARH0GM8eTQ7MI"
"","ChIJC-ob6Ot9MEARRHQMcspuTE4","Shahi Darbar Indian Restaurant","4.2","320","","Indian restaurant","Indian restaurant|Indian restaurant","centre","Indian restaurant","22, 28 Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Shahi%20Darbar%20Indian%20Restaurant&query_place_id=ChIJC-ob6Ot9MEARRHQMcspuTE4"
"","ChIJ-SoNGXV7MEARKH5nFhUZQfs","City Park - ByCafeCity","4.2","320","","Restaurant","Restaurant|Restaurant|Banquet hall|Cocktail bar|Eastern European restaurant|Family restaurant|Hookah bar|Live music bar","centre","rooftop restaurant","Gənclik Park, 8 Noyabr prospekti, Sadıqcan küç, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=City%20Park%20-%20ByCafeCity&query_place_id=ChIJ-SoNGXV7MEARKH5nFhUZQfs"
"","ChIJN-XV8sB9MEAR4E4sdc_BxOY","SUSHI MARKET BAKU","4.9","312","","Sushi restaurant","Sushi restaurant|Sushi restaurant","centre","sushi restaurant","4 Hacı Məmmədov, Bakı 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=SUSHI%20MARKET%20BAKU&query_place_id=ChIJN-XV8sB9MEAR4E4sdc_BxOY"
"","ChIJMT3PDvWHMEAROMAfy2l_-yg","Pizza Mizza Asan 7","5","304","","Pizza restaurant","Pizza restaurant|Pizza restaurant","centre","pizza","81A Zaur Nudirəliyev, Bakı 1108, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pizza%20Mizza%20Asan%207&query_place_id=ChIJMT3PDvWHMEAROMAfy2l_-yg"
"","ChIJG6rre719MEARVv4ZAv8HJiA","Gaumarjos GEORGIAN CUISINE Грузинский ресторан","4.8","304","","Georgian restaurant","Georgian restaurant|Georgian restaurant","centre","Georgian restaurant","43a Samad Vurgun, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Gaumarjos%20GEORGIAN%20CUISINE%20%D0%93%D1%80%D1%83%D0%B7%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%20%D1%80%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD&query_place_id=ChIJG6rre719MEARVv4ZAv8HJiA"
"","ChIJl4tf27R9MEARNyMpCKT2SYk","Galateya","4.7","299","","Restaurant","Restaurant|Restaurant|Wine bar","centre","Azerbaijani restaurant","9R8M+2MF, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Galateya&query_place_id=ChIJl4tf27R9MEARNyMpCKT2SYk"
"","ChIJCTyRoNZ9MEAR8Sr4A0RxZYQ","42 Coffee Roasters","4.7","293","","Coffee shop","Coffee shop|Coffee shop|Cafe|Coffee roastery","centre","coffee shop","41 Khagani Street, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=42%20Coffee%20Roasters&query_place_id=ChIJCTyRoNZ9MEAR8Sr4A0RxZYQ"
"","ChIJR6r_w7t9MEARsCW5NCsGlYo","Hanzade Restaurant","4.5","293","","Turkish restaurant","Turkish restaurant|Turkish restaurant|Breakfast restaurant|Buffet restaurant|Cafe|Diner|Family restaurant|Halal restaurant|Lunch restaurant|Restaurant|Azerbaijani restaurant","centre","Turkish restaurant","122G Samad Vurgun, Baku 1022, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Hanzade%20Restaurant&query_place_id=ChIJR6r_w7t9MEARsCW5NCsGlYo"
"","ChIJP4ic5MN9MEAR3CGd3dlBdEI","Salt’ n Pepper Restaurant","4.9","287","","Indian restaurant","Indian restaurant|Indian restaurant|Arab restaurant|Restaurant|Pakistani restaurant","centre","Indian restaurant","Mammadaliyev street shop, 19 Yusif Mammadaliyev St, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Salt%E2%80%99%20n%20Pepper%20Restaurant&query_place_id=ChIJP4ic5MN9MEAR3CGd3dlBdEI"
"","ChIJkSsrGyt9MEAR6CYIyH5oa2U","Art Club Restaurant","4.7","276","","Restaurant","Restaurant|Restaurant|Wine cellar","centre","romantic restaurant","Icherisheher, 9 Asaf Zeynalli street, Baku 1095, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Art%20Club%20Restaurant&query_place_id=ChIJkSsrGyt9MEAR6CYIyH5oa2U"
"","ChIJXxO_zQyHMEARRV-uiNYb5no","Pera Lounge & Karaoke","4.5","274","","Restaurant","Restaurant|Restaurant","centre","karaoke","7 Najaf Narimanov, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Pera%20Lounge%20%26%20Karaoke&query_place_id=ChIJXxO_zQyHMEARRV-uiNYb5no"
"","ChIJCUPZwY59MEARlOkOYreuzAE","Kitchen Plus restoran","4.3","266","","Restaurant","Restaurant|Restaurant","centre","rooftop restaurant","Baku White City Office Building, 8 November Ave, Baku 1025, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Kitchen%20Plus%20restoran&query_place_id=ChIJCUPZwY59MEARlOkOYreuzAE"
"","ChIJrXi9U5x9MEARPhOAwCEBdn8","Perity kafe","4.7","258","","Cafe","Cafe|Cafe|Arab restaurant|Azerbaijani restaurant|Pakistani restaurant","centre","Azerbaijani restaurant","157 Lev Tolstoy, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Perity%20kafe&query_place_id=ChIJrXi9U5x9MEARPhOAwCEBdn8"
"","ChIJr9r0LAB9MEAREMHZlw_g_wY","Restaurant Golden Fish","4.8","255","","Seafood restaurant","Seafood restaurant|Seafood restaurant","centre","seafood restaurant","52 Nizami St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Restaurant%20Golden%20Fish&query_place_id=ChIJr9r0LAB9MEAREMHZlw_g_wY"
"","ChIJfTzafXPzMEARYOSU0VZJ3E0","Shore House Baku","4.2","251","","Restaurant","Restaurant|Restaurant","centre","seafood restaurant","Nardaran, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Shore%20House%20Baku&query_place_id=ChIJfTzafXPzMEARYOSU0VZJ3E0"
"","ChIJbR5Svsx9MEARBrofQ-cONWo","Coffee Space Baku","4.7","246","","Coffee shop","Coffee shop|Coffee shop","centre","coffee shop","17 Hüseyn Cavid Prospekti, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Coffee%20Space%20Baku&query_place_id=ChIJbR5Svsx9MEARBrofQ-cONWo"
"","ChIJ56WFSgN9MEAR4pIk7oPx2O0","BAKU Restaurant & Shisha Lounge","4.6","242","","Restaurant","Restaurant|Restaurant","centre","hookah lounge","33A Istiglaliyyat St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=BAKU%20Restaurant%20%26%20Shisha%20Lounge&query_place_id=ChIJ56WFSgN9MEAR4pIk7oPx2O0"
"","ChIJMc_4KsN9MEARwLoAlcHHbUs","United Coffee Beans","4.8","233","","Coffee shop","Coffee shop|Coffee shop","centre","coffee shop","32 Khojali Avenue, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=United%20Coffee%20Beans&query_place_id=ChIJMc_4KsN9MEARwLoAlcHHbUs"
"","ChIJ-Uh56QZ9MEARrRBZI2gnUsA","Street Lounge Baku","4.6","228","","Lounge bar","Lounge bar|Lounge bar","centre","hookah lounge","9VH5+864, Nizami St, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Street%20Lounge%20Baku&query_place_id=ChIJ-Uh56QZ9MEARrRBZI2gnUsA"
"","ChIJ5_R0DxZjMEARy-9O_Cn_v6k","Mala Praga restoranı","4.2","227","","Restaurant","Restaurant|Restaurant|Diner|Banquet hall","centre","national cuisine restaurant","Maşın bazarının yanı, 56 Babak Ave, Baku 1032, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mala%20Praga%20restoran%C4%B1&query_place_id=ChIJ5_R0DxZjMEARy-9O_Cn_v6k"
"","ChIJCQiFGYt9MEAR9oSkX-kIPpk","United Coffee Beans","4.7","225","","Coffee shop","Coffee shop|Coffee shop","centre","coffee shop","B.Britaniya səfirliyinin yaxınlığı, 26/32 Khagani Street, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=United%20Coffee%20Beans&query_place_id=ChIJCQiFGYt9MEAR9oSkX-kIPpk"
"","ChIJBQtnIhljMEARO90ntO8Rtto","""Su Səsi"" restoranı","4.4","221","","Restaurant","Restaurant|Restaurant","centre","national cuisine restaurant","2403 Mikayil Aliyev, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=%22Su%20S%C9%99si%22%20restoran%C4%B1&query_place_id=ChIJBQtnIhljMEARO90ntO8Rtto"
"","ChIJEwmyDbp9MEAR76D4plsvwYM","ETUD BAKU","4.3","215","","Bar","Bar|Bar|Live music bar","centre","cocktail bar","16 İslam Səfərli, Bakı 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=ETUD%20BAKU&query_place_id=ChIJEwmyDbp9MEAR76D4plsvwYM"
"","ChIJ9_9AOgB9MEARLvsUofUus6A","Burger Yiyelim","4.3","211","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","burger","9 Tarlan Aliyarbeyov St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Burger%20Yiyelim&query_place_id=ChIJ9_9AOgB9MEARLvsUofUus6A"
"","ChIJ2Us9XJN9MEARz9kXZmrKlbk","Bukhari Georgian Restaurant","4.2","207","","Georgian restaurant","Georgian restaurant|Georgian restaurant|Diner|Restaurant","centre","Georgian restaurant","214 Abdullah Shaig, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bukhari%20Georgian%20Restaurant&query_place_id=ChIJ2Us9XJN9MEARz9kXZmrKlbk"
"","ChIJHdWTqwF9MEARgmEi0XVaa60","Scalini","4.1","203","","Italian restaurant","Italian restaurant|Italian restaurant","centre","Italian restaurant","9VG6+6J8, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Scalini&query_place_id=ChIJHdWTqwF9MEARgmEi0XVaa60"
"","ChIJcQMS8Ed9MEARB1uJN4sr1Co","Afghan Restaurant Baku","4.9","202","","Asian restaurant","Asian restaurant|Asian restaurant|Halal restaurant|Bangladeshi restaurant|Indian restaurant|Pakistani restaurant","centre","Asian restaurant","5 Abdulkarim alizada, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Afghan%20Restaurant%20Baku&query_place_id=ChIJcQMS8Ed9MEARB1uJN4sr1Co"
"","ChIJBwBQyrZ9MEAR1_wT7y6Rvo8","Arabica Lounge","4.6","202","","Restaurant","Restaurant|Restaurant","centre","hookah lounge","9R9Q+W46, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Arabica%20Lounge&query_place_id=ChIJBwBQyrZ9MEAR1_wT7y6Rvo8"
"","ChIJvaqe3MxfMEARCdFQE-I05Uc","Halva Shuvalan","3.6","201","","Restaurant","Restaurant|Restaurant","centre","burger","Almas İldırım 37, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Halva%20Shuvalan&query_place_id=ChIJvaqe3MxfMEARCdFQE-I05Uc"
"","ChIJdyABOrN9MEARLxJI5hN8dx0","Ruin","4.9","200","","Restaurant","Restaurant|Restaurant|Chicken restaurant|Club|European restaurant|Fast food restaurant|Fish & chips restaurant|Hamburger restaurant|Night club","centre","restaurant with private rooms","31 Istiglaliyyat St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ruin&query_place_id=ChIJdyABOrN9MEARLxJI5hN8dx0"
"","ChIJAcTVyKBhMEARRUk4s1ue5HM","Ay Qonshu Restaurant","3","197","","Restaurant","Restaurant|Restaurant","centre","national cuisine restaurant","Heydar Aliyev International Airport, Bakı, 20 km şəhərindən, Şimal, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Ay%20Qonshu%20Restaurant&query_place_id=ChIJAcTVyKBhMEARRUk4s1ue5HM"
"","ChIJPdXzuWhfMEARMOVwJENBzK0","Qoşa Qala Restoran","4.1","185","","Restaurant","Restaurant|Restaurant","centre","national cuisine restaurant","67, Buzovna qəsəbəsi, Bağlar massivi, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Qo%C5%9Fa%20Qala%20Restoran&query_place_id=ChIJPdXzuWhfMEARMOVwJENBzK0"
"","ChIJwWyRZgB9MEAR7btLPR2kBeI","WOOGA Korean Steakhouse","4.5","184","","Korean restaurant","Korean restaurant|Korean restaurant","centre","steak house","5 1-ci yaşıl ada, Bakı, Azerbaijan","https://www.google.com/maps/search/?api=1&query=WOOGA%20Korean%20Steakhouse&query_place_id=ChIJwWyRZgB9MEAR7btLPR2kBeI"
"","ChIJ_2baCrx9MEARpG52sdVpYEA","Madison Baku","4.7","180","","Bar","Bar|Bar|Restaurant|Cocktail bar|Takeout Restaurant","centre","hookah lounge","11 Rasul Rza, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Madison%20Baku&query_place_id=ChIJ_2baCrx9MEARpG52sdVpYEA"
"","ChIJRbTbSQB9MEARRkZW49wfghg","Bitter Bar & Eatery","4.5","177","","Cocktail bar","Cocktail bar|Cocktail bar|Bistro|Bar|Lounge bar|Restaurant|Wine bar","centre","cocktail bar","12a Şövkət Ələkbərova, Bakı 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Bitter%20Bar%20%26%20Eatery&query_place_id=ChIJRbTbSQB9MEARRkZW49wfghg"
"","ChIJl2wZzyN9MEARgJ-TVbCu6Oo","Double Eleven Cocktail & Wine Bar","4.8","176","","Wine bar","Wine bar|Wine bar","centre","cocktail bar","6C Haji Zeynalabdin Taghiyev St, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Double%20Eleven%20Cocktail%20%26%20Wine%20Bar&query_place_id=ChIJl2wZzyN9MEARgJ-TVbCu6Oo"
"","ChIJ-WDhIgB9MEAR2shkLUkcB8w","Luce di Strada","4.7","175","","Italian restaurant","Italian restaurant|Italian restaurant","centre","Italian restaurant","14 Yusif Mammadaliyev St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Luce%20di%20Strada&query_place_id=ChIJ-WDhIgB9MEAR2shkLUkcB8w"
"","ChIJWXIIl9x9MEARnYrIgp6SWIs","Jasmine Port Baku","4","173","","Asian restaurant","Asian restaurant|Asian restaurant","centre","Asian restaurant","153 Neftchilar Ave, Baku 1000, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Jasmine%20Port%20Baku&query_place_id=ChIJWXIIl9x9MEARnYrIgp6SWIs"
"","ChIJP-XxTwB9MEARjxXxebJojYk","Chiki Yaki","4.6","161","","Asian restaurant","Asian restaurant|Asian restaurant|Restaurant","centre","Asian restaurant","Nasimi district, Sahib Zeynalov St, 23A entrance, Baku, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Chiki%20Yaki&query_place_id=ChIJP-XxTwB9MEARjxXxebJojYk"
"","ChIJXc_Hse19MEARq_9bDn0NZz8","EL Piano Baku Restaurant","4.2","161","","Restaurant","Restaurant|Restaurant","centre","restaurant with private rooms","str. 27 Nazim Hikmat, Baku 1100, Azerbaijan","https://www.google.com/maps/search/?api=1&query=EL%20Piano%20Baku%20Restaurant&query_place_id=ChIJXc_Hse19MEARq_9bDn0NZz8"
"","ChIJIQHp1cB9MEAR4CdHZss0qTg","MYST Lounge by Mr. Smoke","4.7","156","","Hookah bar","Hookah bar|Hookah bar","centre","hookah lounge","2 Yusif Mammadaliyev St, Baku 1005, Azerbaijan","https://www.google.com/maps/search/?api=1&query=MYST%20Lounge%20by%20Mr.%20Smoke&query_place_id=ChIJIQHp1cB9MEAR4CdHZss0qTg"
"","ChIJ2aG3UD_xMEARvLQc8FuOo4s","Villa Turkish Cuisine","4.4","148","","Turkish restaurant","Turkish restaurant|Turkish restaurant","centre","sea view restaurant","Amburan Mall, Bilgah, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Villa%20Turkish%20Cuisine&query_place_id=ChIJ2aG3UD_xMEARvLQc8FuOo4s"
"","ChIJ1ew3buV9MEARfeLtBLhURjk","Local Sweets Baku (Old City)","5","147","","Sweets and dessert buffet","Sweets and dessert buffet|Sweets and dessert buffet","centre","dessert","Sabail Ray., 1-ci, ev 7.,menzil1 Qesr dongesi, Baku 1111, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Local%20Sweets%20Baku%20(Old%20City)&query_place_id=ChIJ1ew3buV9MEARfeLtBLhURjk"
"","ChIJKVRZMUb1MEARMdKhnxCI7W8","Mangal Steak House Zugulba","4.4","146","","Restaurant","Restaurant|Restaurant","centre","pizza","Güloğlan Məmmədov, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mangal%20Steak%20House%20Zugulba&query_place_id=ChIJKVRZMUb1MEARMdKhnxCI7W8"
"","ChIJj6f0JLN9MEARoP2i3e2_9J8","Mangalia Food Baku","4.6","143","","Restaurant","Restaurant|Restaurant","centre","qutab","57A Azerbaijan Ave, Baku 1009, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Mangalia%20Food%20Baku&query_place_id=ChIJj6f0JLN9MEARoP2i3e2_9J8"
"","ChIJZyJphlHzMEAR7EpZ8q2nRDc","CRUNCH - Sea Breeze","3.9","143","","Fast food restaurant","Fast food restaurant|Fast food restaurant","centre","sea view restaurant","Sea Breeze, Nardaran, Baku 1001, Azerbaijan","https://www.google.com/maps/search/?api=1&query=CRUNCH%20-%20Sea%20Breeze&query_place_id=ChIJZyJphlHzMEAR7EpZ8q2nRDc"
"","ChIJaSxcSsJ9MEARYOa3_-YAYp4","Hill Restaurant","4.3","140","","Restaurant","Restaurant|Restaurant","centre","rooftop restaurant","108a, 1073 Abbasgulu Abbaszadeh, Baku 1073, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Hill%20Restaurant&query_place_id=ChIJaSxcSsJ9MEARYOa3_-YAYp4"
"","ChIJIcBunEXxMEARoKLseq5Zwe0","Yasil Abadliq","3.9","134","","Restaurant","Restaurant|Restaurant","centre|Bilgah, Azerbaijan","Georgian restaurant|restaurant","Бильгя, A.Salahzade 13, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Yasil%20Abadliq&query_place_id=ChIJIcBunEXxMEARoKLseq5Zwe0"
"","ChIJKc-Di5x9MEAR4HOKOo-gVUQ","Jasmine Restaurant","4.4","133","","Restaurant","Restaurant|Restaurant","centre","Asian restaurant","6 Bakıxanov Küçəsi, Bakı 1022, Azerbaijan","https://www.google.com/maps/search/?api=1&query=Jasmine%20Restaurant&query_place_id=ChIJKc-Di5x9MEAR4HOKOo-gVUQ"
